fold,id,month,sector_id,target,prediction,fold_score
1,2023 Jan_sector 67,2023-01-01,67,2457.42,2447.8384,0.997091988265792
1,2023 Jan_sector 68,2023-01-01,68,17354.21,17296.56,0.997091988265792
1,2023 Jan_sector 69,2023-01-01,69,1038.09,1047.6155,0.997091988265792
1,2023 Jan_sector 70,2023-01-01,70,819.2,814.85565,0.997091988265792
1,2023 Jan_sector 71,2023-01-01,71,4944.71,4968.441,0.997091988265792
1,2023 Jan_sector 72,2023-01-01,72,81.71,81.72632,0.997091988265792
1,2023 Jan_sector 73,2023-01-01,73,2477.27,2481.3484,0.997091988265792
1,2023 Jan_sector 74,2023-01-01,74,11021.65,11024.502,0.997091988265792
1,2023 Jan_sector 75,2023-01-01,75,753.75,757.61145,0.997091988265792
1,2023 Jan_sector 76,2023-01-01,76,3252.78,3230.6484,0.997091988265792
1,2023 Jan_sector 77,2023-01-01,77,16520.92,16392.707,0.997091988265792
1,2023 Jan_sector 78,2023-01-01,78,439.45,438.82028,0.997091988265792
1,2023 Jan_sector 79,2023-01-01,79,31870.27,31939.549,0.997091988265792
1,2023 Jan_sector 80,2023-01-01,80,47580.03,47553.215,0.997091988265792
1,2023 Jan_sector 81,2023-01-01,81,7397.95,7373.8467,0.997091988265792
1,2023 Jan_sector 82,2023-01-01,82,1873.48,1864.1566,0.997091988265792
1,2023 Jan_sector 83,2023-01-01,83,28734.19,28580.154,0.997091988265792
1,2023 Jan_sector 84,2023-01-01,84,463.87,465.45282,0.997091988265792
1,2023 Jan_sector 85,2023-01-01,85,69644.55,69720.48,0.997091988265792
1,2023 Jan_sector 86,2023-01-01,86,11958.07,11949.471,0.997091988265792
1,2023 Jan_sector 87,2023-01-01,87,265.21,265.0768,0.997091988265792
1,2023 Jan_sector 88,2023-01-01,88,632.42,626.8012,0.997091988265792
1,2023 Jan_sector 89,2023-01-01,89,5367.77,5393.025,0.997091988265792
1,2023 Jan_sector 90,2023-01-01,90,15750.53,15756.512,0.997091988265792
1,2023 Jan_sector 91,2023-01-01,91,8619.3,8667.421,0.997091988265792
1,2023 Jan_sector 92,2023-01-01,92,57997.8,58326.85,0.997091988265792
1,2023 Jan_sector 93,2023-01-01,93,251756.66,253534.77,0.997091988265792
1,2023 Jan_sector 94,2023-01-01,94,39727.93,39717.938,0.997091988265792
1,2023 Jan_sector 95,2023-01-01,95,0.0,0.0,0.997091988265792
1,2023 Jan_sector 96,2023-01-01,96,566.53,567.2057,0.997091988265792
1,2023 Feb_sector 1,2023-02-01,1,22453.37,22551.787,0.997091988265792
1,2023 Feb_sector 2,2023-02-01,2,21924.08,21928.275,0.997091988265792
1,2023 Feb_sector 3,2023-02-01,3,13339.64,13296.214,0.997091988265792
1,2023 Feb_sector 4,2023-02-01,4,125220.55,124886.24,0.997091988265792
1,2023 Feb_sector 5,2023-02-01,5,446.74,449.15134,0.997091988265792
1,2023 Feb_sector 6,2023-02-01,6,18061.64,18032.3,0.997091988265792
1,2023 Feb_sector 7,2023-02-01,7,3500.07,3506.3423,0.997091988265792
1,2023 Feb_sector 8,2023-02-01,8,7415.33,7434.4673,0.997091988265792
1,2023 Feb_sector 9,2023-02-01,9,22939.29,22960.639,0.997091988265792
1,2023 Feb_sector 10,2023-02-01,10,24380.64,24340.834,0.997091988265792
1,2023 Feb_sector 11,2023-02-01,11,10972.25,10967.941,0.997091988265792
1,2023 Feb_sector 12,2023-02-01,12,377.29,375.88553,0.997091988265792
1,2023 Feb_sector 13,2023-02-01,13,16362.37,16390.518,0.997091988265792
1,2023 Feb_sector 14,2023-02-01,14,8308.89,8307.798,0.997091988265792
1,2023 Feb_sector 15,2023-02-01,15,25169.0,25143.076,0.997091988265792
1,2023 Feb_sector 16,2023-02-01,16,18378.13,18331.96,0.997091988265792
1,2023 Feb_sector 17,2023-02-01,17,2089.02,2080.609,0.997091988265792
1,2023 Feb_sector 18,2023-02-01,18,37168.87,37096.01,0.997091988265792
1,2023 Feb_sector 19,2023-02-01,19,871.12,858.42804,0.997091988265792
1,2023 Feb_sector 20,2023-02-01,20,5282.38,5272.1846,0.997091988265792
1,2023 Feb_sector 21,2023-02-01,21,75556.68,75651.5,0.997091988265792
1,2023 Feb_sector 22,2023-02-01,22,6454.4,6491.9233,0.997091988265792
1,2023 Feb_sector 23,2023-02-01,23,21313.28,21389.602,0.997091988265792
1,2023 Feb_sector 24,2023-02-01,24,42240.78,42163.42,0.997091988265792
1,2023 Feb_sector 25,2023-02-01,25,33330.08,33349.477,0.997091988265792
1,2023 Feb_sector 26,2023-02-01,26,3778.28,3793.6892,0.997091988265792
1,2023 Feb_sector 27,2023-02-01,27,2093.76,2094.2307,0.997091988265792
1,2023 Feb_sector 28,2023-02-01,28,101039.59,101781.734,0.997091988265792
1,2023 Feb_sector 29,2023-02-01,29,20956.06,20880.98,0.997091988265792
1,2023 Feb_sector 30,2023-02-01,30,38136.17,38239.156,0.997091988265792
1,2023 Feb_sector 31,2023-02-01,31,22444.73,22516.434,0.997091988265792
1,2023 Feb_sector 32,2023-02-01,32,57624.22,57389.496,0.997091988265792
1,2023 Feb_sector 33,2023-02-01,33,1018.44,1010.59143,0.997091988265792
1,2023 Feb_sector 34,2023-02-01,34,20120.47,20144.574,0.997091988265792
1,2023 Feb_sector 35,2023-02-01,35,5980.41,6014.2207,0.997091988265792
1,2023 Feb_sector 36,2023-02-01,36,135398.37,134730.47,0.997091988265792
1,2023 Feb_sector 37,2023-02-01,37,4142.11,4121.2363,0.997091988265792
1,2023 Feb_sector 38,2023-02-01,38,16220.65,16259.856,0.997091988265792
1,2023 Feb_sector 39,2023-02-01,39,494.98,494.6113,0.997091988265792
1,2023 Feb_sector 40,2023-02-01,40,481.45,481.766,0.997091988265792
1,2023 Feb_sector 41,2023-02-01,41,320.99,320.3597,0.997091988265792
1,2023 Feb_sector 42,2023-02-01,42,24063.03,24111.75,0.997091988265792
1,2023 Feb_sector 43,2023-02-01,43,9877.91,9889.362,0.997091988265792
1,2023 Feb_sector 44,2023-02-01,44,9251.74,9277.827,0.997091988265792
1,2023 Feb_sector 45,2023-02-01,45,51377.5,51259.81,0.997091988265792
1,2023 Feb_sector 46,2023-02-01,46,6905.07,6880.098,0.997091988265792
1,2023 Feb_sector 47,2023-02-01,47,27314.43,27232.68,0.997091988265792
1,2023 Feb_sector 48,2023-02-01,48,38029.03,38160.027,0.997091988265792
1,2023 Feb_sector 49,2023-02-01,49,177.79,177.55513,0.997091988265792
1,2023 Feb_sector 50,2023-02-01,50,37004.98,36960.125,0.997091988265792
1,2023 Feb_sector 51,2023-02-01,51,17416.91,17396.072,0.997091988265792
1,2023 Feb_sector 52,2023-02-01,52,1461.07,1467.3029,0.997091988265792
1,2023 Feb_sector 53,2023-02-01,53,683.81,684.3605,0.997091988265792
1,2023 Feb_sector 54,2023-02-01,54,48202.79,48248.17,0.997091988265792
1,2023 Feb_sector 55,2023-02-01,55,139357.91,139451.45,0.997091988265792
1,2023 Feb_sector 56,2023-02-01,56,2519.28,2531.7283,0.997091988265792
1,2023 Feb_sector 57,2023-02-01,57,31234.75,31302.95,0.997091988265792
1,2023 Feb_sector 58,2023-02-01,58,113.13,112.98222,0.997091988265792
1,2023 Feb_sector 59,2023-02-01,59,11923.14,11979.254,0.997091988265792
1,2023 Feb_sector 60,2023-02-01,60,12381.35,12344.681,0.997091988265792
1,2023 Feb_sector 61,2023-02-01,61,57754.31,57668.207,0.997091988265792
1,2023 Feb_sector 62,2023-02-01,62,6583.33,6558.2554,0.997091988265792
1,2023 Feb_sector 63,2023-02-01,63,727.94,726.64044,0.997091988265792
1,2023 Feb_sector 64,2023-02-01,64,5655.86,5656.123,0.997091988265792
1,2023 Feb_sector 65,2023-02-01,65,12018.17,12000.157,0.997091988265792
1,2023 Feb_sector 66,2023-02-01,66,115561.16,115058.64,0.997091988265792
1,2023 Feb_sector 67,2023-02-01,67,5251.14,5250.154,0.997091988265792
1,2023 Feb_sector 68,2023-02-01,68,31797.93,31872.697,0.997091988265792
1,2023 Feb_sector 69,2023-02-01,69,3699.29,3696.0872,0.997091988265792
1,2023 Feb_sector 70,2023-02-01,70,2622.5,2636.0085,0.997091988265792
1,2023 Feb_sector 71,2023-02-01,71,22970.62,22962.652,0.997091988265792
1,2023 Feb_sector 72,2023-02-01,72,778.99,778.33246,0.997091988265792
1,2023 Feb_sector 73,2023-02-01,73,2477.27,2496.9485,0.997091988265792
1,2023 Feb_sector 74,2023-02-01,74,11021.65,11027.078,0.997091988265792
1,2023 Feb_sector 75,2023-02-01,75,292.41,290.12225,0.997091988265792
1,2023 Feb_sector 76,2023-02-01,76,5140.5,5144.5176,0.997091988265792
1,2023 Feb_sector 77,2023-02-01,77,21741.61,21762.996,0.997091988265792
1,2023 Feb_sector 78,2023-02-01,78,199.93,199.70094,0.997091988265792
1,2023 Feb_sector 79,2023-02-01,79,68339.18,68618.2,0.997091988265792
1,2023 Feb_sector 80,2023-02-01,80,47141.07,47228.297,0.997091988265792
1,2023 Feb_sector 81,2023-02-01,81,15428.51,15429.262,0.997091988265792
1,2023 Feb_sector 82,2023-02-01,82,1873.48,1870.8335,0.997091988265792
1,2023 Feb_sector 83,2023-02-01,83,53713.21,53578.293,0.997091988265792
1,2023 Feb_sector 84,2023-02-01,84,5329.61,5323.958,0.997091988265792
1,2023 Feb_sector 85,2023-02-01,85,139275.37,139016.6,0.997091988265792
1,2023 Feb_sector 86,2023-02-01,86,29648.39,29604.299,0.997091988265792
1,2023 Feb_sector 87,2023-02-01,87,265.21,265.78192,0.997091988265792
1,2023 Feb_sector 88,2023-02-01,88,9043.05,9083.419,0.997091988265792
1,2023 Feb_sector 89,2023-02-01,89,12810.37,12827.836,0.997091988265792
1,2023 Feb_sector 90,2023-02-01,90,2977.11,2972.1929,0.997091988265792
1,2023 Feb_sector 91,2023-02-01,91,11095.43,11154.212,0.997091988265792
1,2023 Feb_sector 92,2023-02-01,92,50386.55,50380.734,0.997091988265792
1,2023 Feb_sector 93,2023-02-01,93,16726.01,16746.953,0.997091988265792
1,2023 Feb_sector 94,2023-02-01,94,23083.11,23100.111,0.997091988265792
1,2023 Feb_sector 95,2023-02-01,95,0.0,0.0,0.997091988265792
1,2023 Feb_sector 96,2023-02-01,96,566.53,567.9784,0.997091988265792
1,2023 Mar_sector 1,2023-03-01,1,35282.69,35317.266,0.997091988265792
1,2023 Mar_sector 2,2023-03-01,2,35247.41,35339.67,0.997091988265792
1,2023 Mar_sector 3,2023-03-01,3,30355.87,30388.797,0.997091988265792
1,2023 Mar_sector 4,2023-03-01,4,110978.45,110699.96,0.997091988265792
1,2023 Mar_sector 5,2023-03-01,5,2899.29,2881.4678,0.997091988265792
1,2023 Mar_sector 6,2023-03-01,6,38058.56,38200.594,0.997091988265792
1,2023 Mar_sector 7,2023-03-01,7,9546.85,9576.223,0.997091988265792
1,2023 Mar_sector 8,2023-03-01,8,6969.65,6988.9663,0.997091988265792
1,2023 Mar_sector 9,2023-03-01,9,25746.06,25825.018,0.997091988265792
1,2023 Mar_sector 10,2023-03-01,10,93886.3,94259.94,0.997091988265792
1,2023 Mar_sector 11,2023-03-01,11,14277.04,14275.09,0.997091988265792
1,2023 Mar_sector 12,2023-03-01,12,460.35,465.10928,0.997091988265792
1,2023 Mar_sector 13,2023-03-01,13,16486.11,16444.805,0.997091988265792
1,2023 Mar_sector 14,2023-03-01,14,17938.4,17969.809,0.997091988265792
1,2023 Mar_sector 15,2023-03-01,15,40073.58,40113.496,0.997091988265792
1,2023 Mar_sector 16,2023-03-01,16,38191.6,38205.547,0.997091988265792
1,2023 Mar_sector 17,2023-03-01,17,5477.75,5493.7295,0.997091988265792
1,2023 Mar_sector 18,2023-03-01,18,48803.7,49038.84,0.997091988265792
1,2023 Mar_sector 19,2023-03-01,19,992.4,996.8438,0.997091988265792
1,2023 Mar_sector 20,2023-03-01,20,20352.42,20318.693,0.997091988265792
1,2023 Mar_sector 21,2023-03-01,21,83894.9,84034.37,0.997091988265792
1,2023 Mar_sector 22,2023-03-01,22,22196.93,22211.033,0.997091988265792
1,2023 Mar_sector 23,2023-03-01,23,44854.58,44605.0,0.997091988265792
1,2023 Mar_sector 24,2023-03-01,24,59684.72,59608.383,0.997091988265792
1,2023 Mar_sector 25,2023-03-01,25,68052.96,68186.35,0.997091988265792
1,2023 Mar_sector 26,2023-03-01,26,20985.11,21000.15,0.997091988265792
1,2023 Mar_sector 27,2023-03-01,27,4439.16,4452.151,0.997091988265792
1,2023 Mar_sector 28,2023-03-01,28,200302.2,199278.4,0.997091988265792
1,2023 Mar_sector 29,2023-03-01,29,40727.06,40834.875,0.997091988265792
1,2023 Mar_sector 30,2023-03-01,30,26233.61,26258.701,0.997091988265792
1,2023 Mar_sector 31,2023-03-01,31,26059.45,26015.537,0.997091988265792
1,2023 Mar_sector 32,2023-03-01,32,142911.91,143559.2,0.997091988265792
1,2023 Mar_sector 33,2023-03-01,33,8610.37,8642.07,0.997091988265792
1,2023 Mar_sector 34,2023-03-01,34,33707.48,33642.156,0.997091988265792
1,2023 Mar_sector 35,2023-03-01,35,12408.31,12407.121,0.997091988265792
1,2023 Mar_sector 36,2023-03-01,36,220448.92,221696.4,0.997091988265792
1,2023 Mar_sector 37,2023-03-01,37,7673.9,7649.5186,0.997091988265792
1,2023 Mar_sector 38,2023-03-01,38,73020.62,73383.1,0.997091988265792
1,2023 Mar_sector 39,2023-03-01,39,715.48,721.8928,0.997091988265792
1,2023 Mar_sector 40,2023-03-01,40,481.45,482.06213,0.997091988265792
1,2023 Mar_sector 41,2023-03-01,41,320.99,321.3868,0.997091988265792
1,2023 Mar_sector 42,2023-03-01,42,40066.75,40047.977,0.997091988265792
1,2023 Mar_sector 43,2023-03-01,43,21808.81,21686.107,0.997091988265792
1,2023 Mar_sector 44,2023-03-01,44,11681.72,11661.122,0.997091988265792
1,2023 Mar_sector 45,2023-03-01,45,51584.0,51713.855,0.997091988265792
1,2023 Mar_sector 46,2023-03-01,46,11341.46,11302.984,0.997091988265792
1,2023 Mar_sector 47,2023-03-01,47,58498.63,58577.48,0.997091988265792
1,2023 Mar_sector 48,2023-03-01,48,71346.76,71500.93,0.997091988265792
1,2023 Mar_sector 49,2023-03-01,49,177.79,177.65674,0.997091988265792
1,2023 Mar_sector 50,2023-03-01,50,44012.5,43638.57,0.997091988265792
1,2023 Mar_sector 51,2023-03-01,51,31327.14,31506.135,0.997091988265792
1,2023 Mar_sector 52,2023-03-01,52,1461.07,1461.3749,0.997091988265792
1,2023 Mar_sector 53,2023-03-01,53,683.81,683.17126,0.997091988265792
1,2023 Mar_sector 54,2023-03-01,54,60635.34,60650.6,0.997091988265792
1,2023 Mar_sector 55,2023-03-01,55,235844.12,233524.33,0.997091988265792
1,2023 Mar_sector 56,2023-03-01,56,1928.79,1923.8081,0.997091988265792
1,2023 Mar_sector 57,2023-03-01,57,62442.59,62374.8,0.997091988265792
1,2023 Mar_sector 58,2023-03-01,58,1515.65,1514.8042,0.997091988265792
1,2023 Mar_sector 59,2023-03-01,59,27824.22,27730.99,0.997091988265792
1,2023 Mar_sector 60,2023-03-01,60,26347.31,26318.748,0.997091988265792
1,2023 Mar_sector 61,2023-03-01,61,97908.36,97718.16,0.997091988265792
1,2023 Mar_sector 62,2023-03-01,62,11709.66,11690.063,0.997091988265792
1,2023 Mar_sector 63,2023-03-01,63,2986.08,2975.4866,0.997091988265792
1,2023 Mar_sector 64,2023-03-01,64,8187.92,8166.3228,0.997091988265792
1,2023 Mar_sector 65,2023-03-01,65,11515.39,11500.021,0.997091988265792
1,2023 Mar_sector 66,2023-03-01,66,199387.18,198446.97,0.997091988265792
1,2023 Mar_sector 67,2023-03-01,67,4309.97,4302.2446,0.997091988265792
1,2023 Mar_sector 68,2023-03-01,68,54570.74,54435.434,0.997091988265792
1,2023 Mar_sector 69,2023-03-01,69,7114.32,7132.2646,0.997091988265792
1,2023 Mar_sector 70,2023-03-01,70,4222.49,4205.6396,0.997091988265792
1,2023 Mar_sector 71,2023-03-01,71,43046.25,42900.26,0.997091988265792
1,2023 Mar_sector 72,2023-03-01,72,459.09,459.61218,0.997091988265792
1,2023 Mar_sector 73,2023-03-01,73,6581.69,6551.928,0.997091988265792
1,2023 Mar_sector 74,2023-03-01,74,11021.65,10977.518,0.997091988265792
1,2023 Mar_sector 75,2023-03-01,75,993.58,997.05505,0.997091988265792
1,2023 Mar_sector 76,2023-03-01,76,30817.26,30845.768,0.997091988265792
1,2023 Mar_sector 77,2023-03-01,77,139986.54,139487.77,0.997091988265792
1,2023 Mar_sector 78,2023-03-01,78,199.93,198.56209,0.997091988265792
1,2023 Mar_sector 79,2023-03-01,79,98756.51,98470.02,0.997091988265792
1,2023 Mar_sector 80,2023-03-01,80,65005.17,65335.246,0.997091988265792
1,2023 Mar_sector 81,2023-03-01,81,12027.93,11995.786,0.997091988265792
1,2023 Mar_sector 82,2023-03-01,82,1873.48,1865.8792,0.997091988265792
1,2023 Mar_sector 83,2023-03-01,83,60677.77,60859.188,0.997091988265792
1,2023 Mar_sector 84,2023-03-01,84,1763.27,1753.2131,0.997091988265792
1,2023 Mar_sector 85,2023-03-01,85,283480.76,284815.34,0.997091988265792
1,2023 Mar_sector 86,2023-03-01,86,32089.58,32171.525,0.997091988265792
1,2023 Mar_sector 87,2023-03-01,87,265.21,265.4651,0.997091988265792
1,2023 Mar_sector 88,2023-03-01,88,6352.06,6337.6934,0.997091988265792
1,2023 Mar_sector 89,2023-03-01,89,1985.59,2006.7523,0.997091988265792
1,2023 Mar_sector 90,2023-03-01,90,484.51,483.22745,0.997091988265792
1,2023 Mar_sector 91,2023-03-01,91,26915.27,26833.227,0.997091988265792
1,2023 Mar_sector 92,2023-03-01,92,89849.77,89754.9,0.997091988265792
1,2023 Mar_sector 93,2023-03-01,93,18033.58,18002.883,0.997091988265792
1,2023 Mar_sector 94,2023-03-01,94,38583.48,38542.348,0.997091988265792
1,2023 Mar_sector 95,2023-03-01,95,0.0,0.0,0.997091988265792
1,2023 Mar_sector 96,2023-03-01,96,566.53,568.7449,0.997091988265792
2,2023 Apr_sector 1,2023-04-01,1,26226.17,26107.078,0.9926351996329008
2,2023 Apr_sector 2,2023-04-01,2,14268.7,14303.996,0.9926351996329008
2,2023 Apr_sector 3,2023-04-01,3,15842.61,15913.879,0.9926351996329008
2,2023 Apr_sector 4,2023-04-01,4,76097.23,76450.11,0.9926351996329008
2,2023 Apr_sector 5,2023-04-01,5,2897.34,2876.115,0.9926351996329008
2,2023 Apr_sector 6,2023-04-01,6,27485.23,27390.812,0.9926351996329008
2,2023 Apr_sector 7,2023-04-01,7,18135.4,18100.172,0.9926351996329008
2,2023 Apr_sector 8,2023-04-01,8,9537.07,9616.458,0.9926351996329008
2,2023 Apr_sector 9,2023-04-01,9,17298.64,17264.291,0.9926351996329008
2,2023 Apr_sector 10,2023-04-01,10,77047.86,76491.46,0.9926351996329008
2,2023 Apr_sector 11,2023-04-01,11,7261.7,7272.8306,0.9926351996329008
2,2023 Apr_sector 12,2023-04-01,12,383.11,390.3977,0.9926351996329008
2,2023 Apr_sector 13,2023-04-01,13,14885.46,14840.558,0.9926351996329008
2,2023 Apr_sector 14,2023-04-01,14,6299.09,6339.0835,0.9926351996329008
2,2023 Apr_sector 15,2023-04-01,15,33956.58,33859.07,0.9926351996329008
2,2023 Apr_sector 16,2023-04-01,16,27445.26,27402.205,0.9926351996329008
2,2023 Apr_sector 17,2023-04-01,17,4238.64,4229.888,0.9926351996329008
2,2023 Apr_sector 18,2023-04-01,18,37115.65,36941.098,0.9926351996329008
2,2023 Apr_sector 19,2023-04-01,19,578.19,566.06024,0.9926351996329008
2,2023 Apr_sector 20,2023-04-01,20,12586.01,12509.866,0.9926351996329008
2,2023 Apr_sector 21,2023-04-01,21,56902.01,56268.727,0.9926351996329008
2,2023 Apr_sector 22,2023-04-01,22,32427.79,32319.383,0.9926351996329008
2,2023 Apr_sector 23,2023-04-01,23,33923.89,33844.64,0.9926351996329008
2,2023 Apr_sector 24,2023-04-01,24,91989.27,91191.57,0.9926351996329008
2,2023 Apr_sector 25,2023-04-01,25,62650.89,62039.785,0.9926351996329008
2,2023 Apr_sector 26,2023-04-01,26,30821.79,31000.096,0.9926351996329008
2,2023 Apr_sector 27,2023-04-01,27,2447.61,2451.0154,0.9926351996329008
2,2023 Apr_sector 28,2023-04-01,28,142351.11,143671.66,0.9926351996329008
2,2023 Apr_sector 29,2023-04-01,29,29520.41,29251.574,0.9926351996329008
2,2023 Apr_sector 30,2023-04-01,30,25645.98,25660.158,0.9926351996329008
2,2023 Apr_sector 31,2023-04-01,31,14224.93,14117.047,0.9926351996329008
2,2023 Apr_sector 32,2023-04-01,32,54996.8,54844.914,0.9926351996329008
2,2023 Apr_sector 33,2023-04-01,33,515.65,516.95996,0.9926351996329008
2,2023 Apr_sector 34,2023-04-01,34,35472.58,35195.043,0.9926351996329008
2,2023 Apr_sector 35,2023-04-01,35,13423.39,13527.879,0.9926351996329008
2,2023 Apr_sector 36,2023-04-01,36,127824.27,125914.97,0.9926351996329008
2,2023 Apr_sector 37,2023-04-01,37,13223.58,13200.979,0.9926351996329008
2,2023 Apr_sector 38,2023-04-01,38,50645.05,50658.734,0.9926351996329008
2,2023 Apr_sector 39,2023-04-01,39,715.48,701.5155,0.9926351996329008
2,2023 Apr_sector 40,2023-04-01,40,459.35,459.201,0.9926351996329008
2,2023 Apr_sector 41,2023-04-01,41,320.99,325.159,0.9926351996329008
2,2023 Apr_sector 42,2023-04-01,42,15048.82,15007.345,0.9926351996329008
2,2023 Apr_sector 43,2023-04-01,43,7891.5,7866.249,0.9926351996329008
2,2023 Apr_sector 44,2023-04-01,44,10841.01,10738.542,0.9926351996329008
2,2023 Apr_sector 45,2023-04-01,45,51963.97,52252.543,0.9926351996329008
2,2023 Apr_sector 46,2023-04-01,46,6644.08,6656.2646,0.9926351996329008
2,2023 Apr_sector 47,2023-04-01,47,34664.28,34439.617,0.9926351996329008
2,2023 Apr_sector 48,2023-04-01,48,55544.41,54858.723,0.9926351996329008
2,2023 Apr_sector 49,2023-04-01,49,177.79,174.97249,0.9926351996329008
2,2023 Apr_sector 50,2023-04-01,50,30706.53,30649.5,0.9926351996329008
2,2023 Apr_sector 51,2023-04-01,51,22322.47,22338.709,0.9926351996329008
